EWMC	Invesco S&P MidCap 400 Equal Weight	Invesco S&P MidCap 400 Equal Weight		"The investment seeks to track the investment results (before fees and expenses) of the S&P MidCap 400® Equal Weight Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is an equal-weighted version of the S&P MidCap 400® Index. The index provider compiles, maintains and calculates the underlying index, which consists of U.S. common equities listed on the NYSE and NASDAQ, and also may include equity interests in real estate investment trusts (""REITs"") and business development companies (""BDCs""). The fund is non-diversified."	http://www.invescopowershares.com	EWMC.png		NYSE Arca	97325120				
EWN	iShares MSCI Netherlands Index Fund	iShares MSCI Netherlands Index Fund		"The investment seeks to track the investment results of the MSCI Netherlands IMI 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index uses a capping methodology to limit the weight of any single component to a maximum of 25% of the underlying index. The underlying index may include large-, mid- or small- capitalization companies. The fund is non-diversified."	http://www.ishares.com	EWN.png		NYSE Arca	138661500				
EWO	iShares Inc MSCI Austria	iShares MSCI Austria		"The investment seeks to track the investment results of the MSCI Austria IMI 25/50 Index.
 The fund generally invests at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in the index. The index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer of a component exceeds 25% of the index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the index weight. The fund is non-diversified."	http://www.ishares.com	EWO.png		NYSE Arca	74222000				
EWP	iShares Inc MSCI Spain	iShares MSCI Spain		"The investment seeks to track the investment results of the MSCI Spain 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer of a component exceeds 25% of the underlying index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified."	http://www.ishares.com	EWP.png		NYSE Arca	992979000				
EWQ	iShares MSCI France Index Fund	iShares MSCI France Index Fund		"The investment seeks to track the investment results of the MSCI France Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index consists of stocks traded primarily on the Paris Stock Exchange. It may include large- or mid-capitalization companies. The fund is non-diversified."	http://www.ishares.com	EWQ.png		NYSE Arca	587392000				
EWSC	Invesco S&P SmallCap 600 Equal Weight	Invesco S&P SmallCap 600 Equal Weight		"The investment seeks to track the investment results (before fees and expenses) of the S&P SmallCap 600® Equal Weight Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is an equal-weighted version of the S&P SmallCap 600® Index. The index provider compiles, maintains and calculates the underlying index, which consists of U.S. common equities listed on the NYSE, and also may include equity interests in real estate investment trusts (""REITs"") and business development companies (""BDCs""). The fund is non-diversified."	http://www.invescopowershares.com	EWSC.png		NYSE Arca	35331920				
EWV	ProShares UltraShort MSCI Japan	ProShares UltraShort MSCI Japan		"The investment seeks daily investment results, before fees and expenses, that correspond to two times the inverse (-2x) of the daily performance of the MSCI Japan Index®.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index adjusts the market capitalization of Index constituents for free float and targets for Index inclusion 85% of the free float-adjusted market capitalization in each industry group in Japan. The fund is non-diversified."	http://www.proshares.com	EWV.png		NYSE Arca	7459428				
EWW	iShares Inc MSCI Mexico	iShares MSCI Mexico		"The investment seeks to track the investment results of the MSCI Mexico IMI 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer of a component exceeds 25% of the underlying index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified."	http://www.ishares.com	EWW.png		NYSE Arca	1118232000				
EWX	SPDR S&P Emerging Markets Small Cap	SPDR S&P Emerging Markets Small Cap		"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Emerging Markets Under USD2 Billion Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a float-adjusted market capitalization weighted index designed to represent the small capitalization segment of emerging countries included in the S&P Global BMI. The fund is non-diversified."	http://www.spdrs.com			NYSE Arca	503994000				
EWY	iShares Inc MSCI South Korea	iShares MSCI South Korea		"The investment seeks to track the investment results of the MSCI Korea 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer of a component exceeds 25% of the underlying index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified."	http://www.ishares.com	EWY.png		NYSE Arca	5017925000				
EWZ	iShares Inc MSCI Brazil	iShares MSCI Brazil		"The investment seeks to track the investment results of the MSCI Brazil 25/50 Index.
 The fund invests at least 95% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The index, consists of stocks traded primarily on B3 (the largest Brazilian exchange), is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer of a component exceeds 25% of the underlying index weight, and all issuers with weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified."	http://www.ishares.com	EWZ.png		NYSE Arca	9287478000				
EWZS	iShares MSCI Brazil Small-Cap ETF	iShares MSCI Brazil Small-Cap ETF		"The investment seeks to track the investment results of the MSCI Brazil Small Cap Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization-weighted index designed to measure the performance of equity securities in the bottom 14% by market capitalization of equity securities listed on stock exchanges in Brazil."	http://www.ishares.com	EWZS.png		NASDAQ Global Market	95202500				
EXI	iShares Global Industrials	iShares Global Industrials		"The investment seeks to track the investment results of the S&P Global 1200 Industrials IndexTM.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index. The index measures the performance of companies that the index provider deems to be part of the industrials sector of the economy and that the index provider believes are important to global markets."	http://www.ishares.com	EXI.png		NYSE Arca	223782000				
EXT	WisdomTree U.S. Total Earnings Fund	WisdomTree U.S. Total Earnings Fund		"The investment seeks to track the price and yield performance, before fees and expenses, of the WisdomTree U.S. Earnings Index.
 Under normal circumstances, at least 95% of the fund's total assets (exclusive of collateral held from securities lending) will be invested in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index is a fundamentally weighted index that is comprised of earnings-generating companies within the broad U.S. stock market. The fund is non-diversified."	http://www.wisdomtree.com	EXT.png		NYSE Arca	92439135				
EZA	iShares MSCI South Africa Index Fund	iShares MSCI South Africa Index Fund		"The investment seeks to track the investment results of the MSCI South Africa 25/50 Index.
 The fund normally invests at least 95% of its total assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index uses a capping methodology to limit the weight of any single component to a maximum of 25% of the underlying index. The underlying index may include large- or mid-capitalization companies. The fund is non-diversified."	http://www.ishares.com	EZA.png		NYSE Arca	601128000				
EZJ	ProShares Ultra MSCI Japan	ProShares Ultra MSCI Japan		"The investment seeks daily investment results, before fees and expenses, that correspond to two times (2x) the daily performance of the MSCI Japan Index®.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index adjusts the market capitalization of Index constituents for free float and targets for Index inclusion 85% of the free float-adjusted market capitalization in each industry group in Japan. The fund is non-diversified."	http://www.proshares.com	EZJ.png		NYSE Arca	5657505				
EZM	WisdomTree U.S. MidCap Earnings Fund	WisdomTree U.S. MidCap Earnings Fund		"The investment seeks to track the price and yield performance, before fees and expenses, of the WisdomTree U.S. MidCap Earnings Index.
 Under normal circumstances, at least 95% of the fund's total assets (exclusive of collateral held from securities lending) will be invested in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index is a fundamentally weighted index that is comprised of earnings-generating companies within the mid-capitalization segment of the U.S. stock market. The fund is non-diversified."	http://www.wisdomtree.com	EZM.png		NYSE Arca	1100337500				
EZU	iShares MSCI Eurozone	iShares MSCI Eurozone		"The investment seeks to track the investment results of the MSCI EMU Index composed of large- and mid-capitalization equities from developed market countries that use the euro as their official currency.
 The fund generally invests at least 95% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The index consists of stocks from the following 10 developed market countries: Austria, Belgium, Finland, France, Germany, Ireland, Italy, the Netherlands, Portugal and Spain."	http://www.ishares.com	EZU.png		Cboe Global Markets EDGX	6251664000				
FAB	First Trust Multi Cap Value AlphaDEX Fund	First Trust Multi Cap Value AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of the Nasdaq AlphaDEX® Multi Cap Value Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is designed to select value stocks from the NASDAQ US 500 Large Cap Index, NASDAQ US 600 Mid Cap Index and NASDAQ US 700 Small Cap Index that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FAB.png		NASDAQ Global Market	88407107				
FAD	First Trust Multi Cap Growth AlphaDEX Fund	First Trust Multi Cap Growth AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of the Nasdaq AlphaDEX® Multi Cap Growth Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is designed to select growth stocks from the NASDAQ US 500 Large Cap Index, NASDAQ US 600 Mid Cap Index and NASDAQ US 700 Small Cap Index that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FAD.png		NASDAQ Global Market	171150137				
FAN	First Trust Global Wind Energy	First Trust Global Wind Energy		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the ISE Clean Edge Global Wind Energy Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks or in depositary receipts representing securities in the index. The index provides a benchmark for investors interested in tracking public companies throughout the world that are active in the wind energy industry based on analysis of the products and services offered by those companies. The fund is non-diversified."	http://www.ftportfolios.com	FAN.png		NYSE Arca	72715526				
FAS	Direxion Financial Bull 3X Shares	Direxion Financial Bull 3X Shares		"The investment seeks daily investment results, before fees and expenses, of 300% of the daily performance of the Russell 1000® Financial Services Index.
 The fund invests at least 80% of its net assets (plus borrowing for investment purposes) in securities of the index, exchange-traded funds (""ETFs"") that track the index and other financial instruments that provide daily leveraged exposure to the index or ETFs that track the index. The index is a subset of the Russell 1000® Index that measures the performance of the securities classified in the financial services sector of the large-capitalization U.S. equity market. It is non-diversified."	http://www.direxioninvestments.com/	FAS.png		NYSE Arca	2282680000				
FAUS	First Trust Australia AlphaDex fund	First Trust Australia AlphaDex fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® Australia Index.
 The fund normally invests at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ Australia Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FAUS.png		NYSE Arca	1525446				
FBT	First Trust Amex Biotech Index Fund	First Trust Amex Biotech Index Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NYSE Arca Biotechnology IndexSM.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is an equal-dollar weighted index designed to measure the performance of a cross section of companies in the biotechnology industry that are primarily involved in the use of biological processes to develop products or provide services."	http://www.ftportfolios.com	FBT.png		NYSE Arca	2785860289				
FBZ	First Trust Brazil AlphaDEX Fund	First Trust Brazil AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® Brazil Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ Brazil Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FBZ.png		NASDAQ Global Market	146740032				
FCA	First Trust China AlphaDEX Fund	First Trust China AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® China Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ China Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FCA.png		NASDAQ Global Market	7839022				
FCAN	First Trust Canada AlphaDEX Fund	First Trust Canada AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® Canada Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ Canada Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FCAN.png		NASDAQ Global Market	4623026				
FDD	First Trust Dow Jones STOXX Select Dividend 30 Index Fund	First Trust Dow Jones STOXX Select Dividend 30 Index Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the STOXX® Europe Select Dividend 30 Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks or in depositary receipts representing securities in the index. The index consists of 30 high dividend-yielding securities selected from the STOXX® Europe 600 Index, including secondary lines of those companies (where there are multiple lines of equity capital in a company)."	http://www.ftportfolios.com	FDD.png		NYSE Arca	362495475				
FDL	First Trust Morningstar	First Trust Morningstar		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Morningstar® Dividend Leaders IndexSM.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The objective of the index is to offer investors a benchmark for dividend portfolios as well as a means to invest in a portfolio of stocks that have a consistent record of growing dividends as well as the ability to sustain them. It is non-diversified."	http://www.ftportfolios.com	FDL.png		NYSE Arca	1493964057				
FDM	First Trust DJ Select MicroCap	First Trust DJ Select MicroCap		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Dow Jones Select MicroCap Index(SM).
 The fund will normally invest at least 90% of its net assets in common stocks that comprise the index. The index is comprised of selected U.S. micro-capitalization companies chosen from all common stocks traded on the New York Stock Exchange, the NYSE MKT and NASDAQ® with limited partnerships excluded. It will normally invest at least 80% of its net assets in common stocks of U.S. micro-capitalization companies which are publicly traded in the United States."	http://www.ftportfolios.com	FDM.png		NYSE Arca	159442450				
FDN	First Trust DJ Internet Index Fund	First Trust DJ Internet Index Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Dow Jones Internet Composite Index (SM) (the ""index"").
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is designed to include only companies whose primary focus is Internet-related. To be eligible for inclusion in the index, a company must generate at least 50% of its revenues from Internet commerce or services. It is non-diversified."	http://www.ftportfolios.com	FDN.png		NYSE Arca	8065800269				
FDT	First Trust Developed Markets Ex-US AlphaDEX Fund	First Trust Developed Markets Ex-US AlphaDEX Fund		"The investment seeks results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® Developed Markets Ex-US Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ Developed Markets Ex-US Index that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FDT.png		NASDAQ Global Market	1018385040				
FDTS	First Trust Developed Markets ex-US Small Cap AlphaDEX Fund	First Trust Developed Markets ex-US Small Cap AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® Developed Markets Ex-US Small Cap Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select small cap stocks from the NASDAQ Developed Markets Ex-US Index that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FDTS.png		NASDAQ Global Market	10950073				
FEM	First Trust Emerging Markets AlphaDEX Fund	First Trust Emerging Markets AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® Emerging Markets Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ Emerging Markets Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FEM.png		NASDAQ Global Market	553679051				
FEMS	First Trust Emerging Markets Small Cap AlphaDEX Fund	First Trust Emerging Markets Small Cap AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® Emerging Markets Small Cap Index.
 The fund will normally invest at least 90% of its net assets in common stocks and/or depositary receipts that comprise the index. The index is designed to select small cap stocks from the NASDAQ Emerging Markets Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FEMS.png		NASDAQ Global Market	156200071				
FEP	First Trust Europe AlphaDEX Fund	First Trust Europe AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® Europe Index (the ""index"").
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ Europe Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FEP.png		NASDAQ Global Market	620185568				
FEU	SPDR DJ STOXX 50 Etf	SPDR DJ STOXX 50 Etf		"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the STOXX® Europe 50 Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. It employs a sampling strategy, which means that the fund is not required to purchase all of the securities represented in the index. The index is a market capitalization weighted index designed to represent the performance of some of the largest companies across all components of the 19 STOXX Europe 600 Supersector Indexes. The fund is non-diversified."	http://www.spdrs.com			NYSE Arca	174892159				
FEX	First Trust Large Cap Core AlphaDEX Fund	First Trust Large Cap Core AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Nasdaq AlphaDEX® Large Cap Core Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is designed to select stocks from the NASDAQ US 500 Large Cap Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FEX.png		NASDAQ Global Market	1346670115				
FEZ	SPDR DJ Euro STOXX 50 Etf	SPDR DJ Euro STOXX 50 Etf		"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the EURO STOXX 50® Index.
 The fund employs a sampling strategy, which means that the fund is not required to purchase all of the securities represented in the index. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to represent the performance of some of the largest companies across components of the 19 EURO STOXX Supersector Indexes. The EURO STOXX Supersector Indexes are subsets of the EURO STOXX Index. It is non-diversified."	http://www.spdrs.com			NYSE Arca	2411707145				
FFR	First Trust FTSE EPRA/NAREIT Global Real Estate Index Fund	First Trust FTSE EPRA/NAREIT Global Real Estate Index Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the FTSE EPRA/NAREIT Developed Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks or in depositary receipts representing securities in the index. The index is modified market cap weighted based on free float market capitalization and tracks the performance of listed real estate companies or real estate investment trusts (""REITs"") in North America, Europe and Asia."	http://www.ftportfolios.com	FFR.png		NYSE Arca	48650793				
FGD	First Trust DJ Global Select Dividend	First Trust DJ Global Select Dividend		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Dow Jones Global Select Dividend IndexSM.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks or in depositary receipts representing securities in the index. The index is an indicated annual dividend yield weighted index of 100 stocks selected from the developed-market portion of the Dow Jones World IndexSM."	http://www.ftportfolios.com	FGD.png		NYSE Arca	477050047				
FGM	First Trust Germany AlphaDEX Fund	First Trust Germany AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® Germany Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ Germany Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FGM.png		NASDAQ Global Market	148331154				
FILL	iShares MSCI Global Energy Producers Fund	iShares MSCI Global Energy Producers Fund		"The investment seeks to track the investment results of the MSCI ACWI Select Energy Producers Investable Market Index (IMI).
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index measures the combined performance of equity securities of companies in both developed and emerging markets that are primarily engaged in the business of energy exploration and production. The fund is non-diversified."	http://www.ishares.com	FILL.png		NYSE Arca	48986880				
FINU	ProShares UltraPro Financial Select Sector	ProShares UltraPro Financial Select Sector		"The investment seeks daily investment results, before fees and expenses, that correspond to three times (3x) the daily performance of the S&P Financial Select Sector Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index represents the financial industry group of the S&P 500 Index (""S&P 500""). The fund is non-diversified."	http://www.proshares.com	FINU.png		NYSE Arca	31762801				
FIW	First Trust Water	First Trust Water		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the ISE Clean Edge Water Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is a modified market-capitalization weighted portfolio of 36 stocks of companies as of March 29, 2018 that derive a substantial portion of their revenues from the potable and wastewater industries which are generally industrial and utilities companies."	http://www.ftportfolios.com	FIW.png		NYSE Arca	314145097				
FJP	First Trust Japan AlphaDEX Fund	First Trust Japan AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® Japan Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ Japan Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FJP.png		NASDAQ Global Market	132447100				
FKO	First Trust South Korea AlphaDEX Fund	First Trust South Korea AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® South Korea Index.
 The fund normally invests at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ South Korea Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FKO.png		NASDAQ Global Market	2334047				
FKU	First Trust United Kingdom AlphaDEX Fund	First Trust United Kingdom AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® United Kingdom Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ United Kingdom Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FKU.png		NASDAQ Global Market	8943822				
FLAT	iPath US Treasury Flattener ETN	iPath US Treasury Flattener ETN		"The investment seeks to provide investors with inverse exposure to the Barclays US Treasury 2Y/10Y Yield Curve Index™. 
The Barclays US Treasury 2Y/10Y Yield Curve Index™ (the ""index"") employs a strategy that seeks to capture returns that are potentially available from a ""steepening"" or ""flattening"", as applicable, of the U.S. Treasury yield curve through a notional rolling investment in U.S. Treasury note futures contracts. The level of the index is designed to increase in response to a ""steepening"" of the yield curve and to decrease in response to a ""flattening"" of the yield curve."	http://www.barclaysinvestments.co.uk			NASDAQ Global Market	4517189				
FLM	First Trust Global Engineering and Construction	First Trust Global Engineering and Construction		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the ISE Global Engineering and ConstructionTM Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks or in depositary receipts representing securities in the index. The index provides a benchmark for investors interested in tracking public companies throughout the world that are active in the engineering and construction industries, based on analysis of the products and services offered by those companies."	http://www.ftportfolios.com	FLM.png		NYSE Arca	12375124				
FLN	First Trust Latin America AlphaDEX Fund	First Trust Latin America AlphaDEX Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX® Latin America Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and/or depositary receipts that comprise the index. The index is designed to select stocks from the NASDAQ Latin America Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."	http://www.ftportfolios.com	FLN.png		NASDAQ Global Market	17360043				
FLOT	iShares Floating Rate Bond	iShares Floating Rate Bond		"The investment seeks to track the investment results of the Bloomberg Barclays US Floating Rate Note < 5 Years Index (the ""underlying index""), which measures the performance of U.S. dollar-denominated, investment-grade floating rate notes.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which BFA believes will help the fund track the underlying index."	http://www.ishares.com	FLOT.png		Cboe Global Markets EDGX	10782576000				
FLRN	SPDR Bloomberg Barclays Investment Grade Floating Rate	SPDR Bloomberg Barclays Investment Grade Floating Rate		"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the Bloomberg Barclays U.S. Dollar Floating Rate Note < 5 Years Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index or in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of U.S. dollar-denominated, investment grade floating rate notes. The fund is non-diversified."	http://www.spdrs.com			NYSE Arca	3995499000				
FLTR	VanEck Vectors Investment Grade Floating Rate	VanEck Vectors Investment Grade Floating Rate		"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MVIS® US Investment Grade Floating Rate Index (the ""Floating Rate Index"").
 The fund normally invests at least 80% of its total assets in securities that comprise the fund's benchmark index. The index is comprised of U.S. dollar-denominated floating rate notes issued by corporate entities or similar commercial entities that are public reporting companies in the United States and rated investment grade. The fund is non-diversified."	http://www.marketvectorsetfs.com			NYSE Arca	605886250				
